\	4164.285645	4667.142578
1753.073204	1760.043854	1
\	4274.285645	4525.714355
1775.229912	1781.408443	1
\	4478.571289	4808.571289
1824.884478	1829.478770	1
\	4635.714355	4934.285645
1834.525701	1840.840024	1
\	4132.856934	4541.428711
1854.736060	1861.254070	1
\	4227.143066	4462.856934
1884.995018	1890.653013	1
\	4258.571777	4682.856934
1900.384764	1904.435889	1
\	4651.428711	4950.000000
1929.421595	1935.124854	1
\	4101.428711	4494.285645
1980.524607	1985.345219	1
\	4227.143066	4588.571777
1985.616803	1991.908493	1
\	4195.714355	4510.000000
2039.254596	2045.387863	1
\	4211.428711	4557.143066
2127.360896	2134.037330	1
\	4227.143066	4431.428711
2142.298003	2147.503358	1
\	4180.000000	4525.714355
2178.803387	2184.416119	1
\	4384.285645	4667.142578
2252.334692	2264.261745	1
\	4290.000000	4635.714355
2290.265891	2295.901254	1
\	4352.856934	4714.285645
2369.839934	2376.041097	1
\	4211.428711	4651.428711
2471.887534	2478.382912	1
\	4290.000000	4635.714355
2500.969629	2507.057631	1
\	4164.285645	4447.143066
2601.681942	2607.362569	1
\	4274.285645	4557.143066
2615.147970	2621.484925	1
\	4242.857422	4494.285645
2624.540242	2630.967724	1
\	4290.000000	4557.143066
2797.629628	2803.468679	1
\	4038.571533	4588.571777
2880.100565	2888.994933	1
\	4180.000000	4352.856934
2891.235499	2896.124007	1
\	4258.571777	4604.285645
2943.107998	2949.942856	1
\	4258.571777	4557.143066
3004.101186	3009.034957	1
\	4447.143066	4777.142578
3022.908361	3029.449004	1
\	4258.571777	4588.571777
3113.594707	3122.489075	1
\	4242.857422	4572.857422
3130.749748	3137.335654	1
\	4054.285645	4337.142578
3229.968350	3237.052160	1
\	4321.428711	4840.000000
3252.147691	3258.597805	1
\	4180.000000	4431.428711
3306.690764	3313.684046	1
\	4227.143066	4541.428711
3331.336991	3337.176041	1
\	4290.000000	4651.428711
3373.817218	3380.289964	1
\	4242.857422	4462.856934
3380.968924	3384.431617	1
\	4714.285645	5075.714355
3444.768476	3449.498560	1
\	4400.000000	4730.000000
3451.693862	3456.559738	1
\	4242.857422	4667.142578
3475.163226	3481.387021	1
\	4148.571289	4400.000000
3501.597379	3510.265428	1
\	4305.714355	4667.142578
3579.021384	3585.788346	1
\	4211.428711	4934.285645
